,Unnamed: 0,Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
905,905,of:0000000000000004,Port#:1,3300,12779516,19480,143,166,0,0,0,0,100,5728,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,4223,4118,-1,TCP-SYN,Attack
906,906,of:0000000000000004,Port#:2,271,27945,12794052,3518,166,0,0,0,0,5,598,12060,196,5,0,0,0,0,2,1121,6454434,1121,6454434,1121,True,0,6,4223,4118,-1,TCP-SYN,Attack
907,907,of:0000000000000004,Port#:3,524,6336981,6331256,443,166,0,0,0,0,100,6888,598,5,5,0,0,0,0,3,0,0,0,0,0,True,0,6,4223,4118,-1,TCP-SYN,Attack
908,908,of:0000000000000001,Port#:1,301,6312282,6331302,443,166,0,0,0,0,0,0,598,5,5,0,0,0,0,1,0,0,0,0,0,True,0,8,7793,7694,-1,TCP-SYN,Attack
909,909,of:0000000000000001,Port#:2,3054,12753296,179699,3054,166,0,0,0,0,95,5130,5728,100,5,0,0,0,0,2,507,152002,507,152002,507,True,0,8,7793,7694,-1,TCP-SYN,Attack
910,910,of:0000000000000001,Port#:3,3677,19097038,12641875,719,166,0,0,0,0,100,5728,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,7793,7694,-1,TCP-SYN,Attack
911,911,of:0000000000000001,Port#:4,647,6345624,12633956,606,166,0,0,0,0,4,556,598,5,5,0,0,0,0,4,0,0,0,0,0,True,0,8,7793,7694,-1,TCP-SYN,Attack
912,912,of:0000000000000002,Port#:1,922,25229297,12657587,950,166,0,0,0,0,0,0,598,5,5,0,0,0,0,1,0,0,0,0,0,True,0,9,4966,4907,-1,TCP-SYN,Attack
913,913,of:0000000000000002,Port#:2,719,12641875,19097038,3677,166,0,0,0,0,4,556,5728,100,5,0,0,0,0,2,-14692,0,-14692,0,-14692,True,0,9,4966,4907,-1,TCP-SYN,Attack
914,914,of:0000000000000007,Port#:1,148,19690,19438,142,166,0,0,0,0,5,598,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,6,1470,1356,-1,TCP-SYN,Attack
915,915,of:0000000000000007,Port#:2,942,25239745,27629,266,166,0,0,0,0,167,6302960,598,5,4,0,0,0,0,2,0,0,0,0,0,True,0,6,1470,1356,-1,TCP-SYN,Attack
916,916,of:0000000000000007,Port#:3,256,27241,18936174,764,166,0,0,0,0,4,556,6302960,167,4,0,0,0,0,3,0,0,0,0,0,True,0,6,1470,1356,-1,TCP-SYN,Attack
917,917,of:0000000000000008,Port#:1,269,27829,6337595,539,166,0,0,0,0,5,598,6798,99,5,0,0,0,0,1,0,0,0,0,0,True,0,7,2136,2026,-1,TCP-SYN,Attack
918,918,of:0000000000000008,Port#:2,761,18804904,27241,256,166,0,0,0,0,164,6171690,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,7,2136,2026,-1,TCP-SYN,Attack
919,919,of:0000000000000008,Port#:3,778,18937672,27861,269,166,0,0,0,0,4,560,598,5,5,0,0,0,0,3,0,0,0,0,0,True,0,7,2136,2026,-1,TCP-SYN,Attack
920,920,of:0000000000000005,Port#:1,606,12633956,6345624,647,166,0,0,0,0,5,598,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,7,1888,1789,-1,TCP-SYN,Attack
921,921,of:0000000000000005,Port#:2,488,12494535,19900,153,166,0,0,0,0,164,6171690,598,5,4,0,0,0,0,2,0,0,0,0,0,True,0,7,1888,1789,-1,TCP-SYN,Attack
922,922,of:0000000000000005,Port#:3,549,6338525,19900,153,166,0,0,0,0,5,598,598,5,4,0,0,0,0,4,0,0,0,0,0,True,0,7,1888,1789,-1,TCP-SYN,Attack
923,923,of:0000000000000006,Port#:1,443,6331256,6336981,524,166,0,0,0,0,5,598,6888,100,5,0,0,0,0,1,568,5688,568,5688,568,True,0,6,1665,1562,-1,TCP-SYN,Attack
924,924,of:0000000000000006,Port#:2,153,19900,6338525,549,166,0,0,0,0,5,598,598,5,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1665,1562,-1,TCP-SYN,Attack
925,925,of:0000000000000006,Port#:3,541,6337727,27829,269,166,0,0,0,0,101,6930,598,5,5,0,0,0,0,3,0,0,0,0,0,True,0,6,1665,1562,-1,TCP-SYN,Attack
926,926,of:0000000000000009,Port#:1,328,6323401,6338247,547,166,0,0,0,0,5,598,598,5,5,0,0,0,0,1,0,0,0,0,0,True,0,4,1584,1479,-1,TCP-SYN,Attack
927,927,of:0000000000000009,Port#:2,327,6323335,18950,135,166,0,0,0,0,5,598,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,1584,1479,-1,TCP-SYN,Attack
928,928,of:0000000000000009,Port#:3,153,20010,6338973,558,166,0,0,0,0,5,602,598,5,5,0,0,0,0,4,0,0,0,0,0,True,0,4,1584,1479,-1,TCP-SYN,Attack
929,929,of:000000000000000c,Port#:1,1121,6354876,77047,1183,161,0,0,0,0,94,5064,5344,96,5,0,0,0,0,1,507,57213,507,57213,507,True,0,8,3400,3293,-1,TCP-SYN,Attack
930,930,of:000000000000000c,Port#:2,396,6318847,12633769,601,161,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,7681,0,7681,0,True,0,8,3400,3293,-1,TCP-SYN,Attack
931,931,of:000000000000000c,Port#:3,1640,12691278,18904,136,161,0,0,0,0,96,5342,280,2,5,0,0,0,0,3,0,0,0,0,0,True,0,8,3400,3293,-1,TCP-SYN,Attack
932,932,of:000000000000000c,Port#:4,138,18882,12690677,1630,161,0,0,0,0,2,278,5344,96,5,0,0,0,0,4,507,12656520,507,12656520,507,True,0,8,3400,3293,-1,TCP-SYN,Attack
933,933,of:000000000000000a,Port#:1,479,12615969,6337371,530,161,0,0,0,0,22,1729,657628,28,5,0,0,0,0,1,0,0,0,0,0,True,0,8,3422,3326,-1,TCP-SYN,Attack
934,934,of:000000000000000a,Port#:2,1237,6362829,6381175,1368,161,0,0,0,0,120,662412,7073,118,5,0,0,0,0,2,496,6343062,496,6343062,496,True,0,8,3422,3326,-1,TCP-SYN,Attack
935,935,of:000000000000000a,Port#:3,137,18840,12683545,1525,161,0,0,0,0,2,278,5344,96,5,0,0,0,0,3,507,57213,507,57213,507,True,0,8,3422,3326,-1,TCP-SYN,Attack
936,936,of:000000000000000a,Port#:4,1457,6387191,18988,138,161,0,0,0,0,96,5342,280,2,5,0,0,0,0,5,0,0,0,0,0,True,0,8,3422,3326,-1,TCP-SYN,Attack
937,937,of:000000000000000b,Port#:1,14,1172,19168,140,161,0,0,0,0,0,0,280,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,284,220,-1,TCP-SYN,Attack
938,938,of:000000000000000b,Port#:2,138,18988,19072,140,161,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,284,220,-1,TCP-SYN,Attack
939,939,of:0000000000000003,Port#:1,12,996,18972,139,161,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,714,609,-1,TCP-SYN,Attack
940,940,of:0000000000000003,Port#:2,187,6304485,26832,254,161,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,714,609,-1,TCP-SYN,Attack
941,941,of:0000000000000003,Port#:3,138,18882,6322075,307,161,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,714,609,-1,TCP-SYN,Attack
942,942,of:0000000000000003,Port#:4,251,26610,18882,138,161,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,0,0,0,0,True,0,4,714,609,-1,TCP-SYN,Attack
943,943,of:0000000000000004,Port#:1,247,26442,18840,137,161,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,4,647,535,-1,TCP-SYN,Attack
944,944,of:0000000000000004,Port#:2,138,18882,26610,251,161,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,4,647,535,-1,TCP-SYN,Attack
945,945,of:0000000000000004,Port#:3,133,18672,18882,138,161,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,4,647,535,-1,TCP-SYN,Attack
946,946,of:0000000000000001,Port#:1,12,996,19104,141,161,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,989,890,-1,TCP-SYN,Attack
947,947,of:0000000000000001,Port#:2,125,8724,6322333,312,161,0,0,0,0,0,0,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,989,890,-1,TCP-SYN,Attack
948,948,of:0000000000000001,Port#:3,421,6329872,6322262,311,161,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,6303306,0,6303306,0,True,0,6,989,890,-1,TCP-SYN,Attack
949,949,of:0000000000000001,Port#:4,306,6322052,26721,253,161,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,7681,0,7681,0,True,0,6,989,890,-1,TCP-SYN,Attack
950,950,of:0000000000000002,Port#:1,126,8793,6322442,313,161,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,6303306,0,6303306,0,True,0,6,736,678,-1,TCP-SYN,Attack
951,951,of:0000000000000002,Port#:2,311,6322262,6329872,421,161,0,0,0,0,2,278,278,2,5,0,0,0,0,2,768,7681,768,7681,768,True,0,6,736,678,-1,TCP-SYN,Attack
952,952,of:0000000000000007,Port#:1,134,18714,18840,137,161,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,647,540,-1,TCP-SYN,Attack
953,953,of:0000000000000007,Port#:2,252,26679,18882,138,161,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,5,647,540,-1,TCP-SYN,Attack
954,954,of:0000000000000007,Port#:3,137,18840,26511,248,161,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,7681,0,7681,0,True,0,5,647,540,-1,TCP-SYN,Attack
955,955,of:0000000000000008,Port#:1,138,18882,18882,138,161,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2030,1926,-1,TCP-SYN,Attack
956,956,of:0000000000000008,Port#:2,248,26511,18840,137,161,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,2030,1926,-1,TCP-SYN,Attack
957,957,of:0000000000000008,Port#:3,1525,12683545,18840,137,161,0,0,0,0,96,5344,278,2,5,0,0,0,0,3,0,0,0,0,0,True,0,6,2030,1926,-1,TCP-SYN,Attack
958,958,of:0000000000000005,Port#:1,253,26721,6322052,306,161,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,6303306,0,6303306,0,True,0,6,832,732,-1,TCP-SYN,Attack
959,959,of:0000000000000005,Port#:2,138,18882,18924,139,161,0,0,0,0,2,278,278,2,5,0,0,0,0,4,0,7681,0,7681,0,True,0,6,832,732,-1,TCP-SYN,Attack
960,960,of:000000000000000c,Port#:1,1316,6365406,88739,1387,171,0,0,0,0,97,5238,5798,101,5,0,0,0,0,1,518,67689,518,67689,518,True,0,8,4091,3984,-1,TCP-SYN,Attack
961,961,of:000000000000000c,Port#:2,506,6326380,18938311,783,171,0,0,0,0,24,1861,657928,30,5,0,0,0,0,2,0,0,0,0,0,True,0,8,4091,3984,-1,TCP-SYN,Attack
962,962,of:000000000000000c,Port#:3,2017,19006342,27557,254,171,0,0,0,0,127,663162,2421,28,5,0,0,0,0,3,0,0,0,0,0,True,0,8,4091,3984,-1,TCP-SYN,Attack
963,963,of:000000000000000c,Port#:4,147,20036,12702369,1834,171,0,0,0,0,4,556,5798,101,5,0,0,0,0,4,636369,6363690,636369,6363690,636369,True,0,8,4091,3984,-1,TCP-SYN,Attack
964,964,of:000000000000000a,Port#:1,479,12615969,6338533,539,171,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,6303748,0,6303748,0,True,0,8,3831,3735,-1,TCP-SYN,Attack
965,965,of:000000000000000a,Port#:2,1432,6373359,6392867,1572,171,0,0,0,0,97,5238,5798,101,5,0,0,0,0,2,496,6343062,496,6343062,496,True,0,8,3831,3735,-1,TCP-SYN,Attack
966,966,of:000000000000000a,Port#:3,146,19994,12695195,1728,171,0,0,0,0,4,556,5798,101,5,0,0,0,0,3,518,67689,518,67689,518,True,0,8,3831,3735,-1,TCP-SYN,Attack
967,967,of:000000000000000a,Port#:4,1661,6398875,20150,147,171,0,0,0,0,101,5794,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,8,3831,3735,-1,TCP-SYN,Attack
968,968,of:000000000000000b,Port#:1,14,1172,20330,149,171,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,298,234,-1,TCP-SYN,Attack
969,969,of:000000000000000b,Port#:2,147,20150,20234,149,171,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,298,234,-1,TCP-SYN,Attack
970,970,of:0000000000000003,Port#:1,12,996,20126,148,171,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,735,630,-1,TCP-SYN,Attack
971,971,of:0000000000000003,Port#:2,187,6304485,27986,263,171,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,735,630,-1,TCP-SYN,Attack
972,972,of:0000000000000003,Port#:3,147,20036,6323187,315,171,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,735,630,-1,TCP-SYN,Attack
973,973,of:0000000000000003,Port#:4,260,27764,20036,147,171,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,735,630,-1,TCP-SYN,Attack
974,974,of:0000000000000004,Port#:1,256,27596,19952,145,171,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,673,561,-1,TCP-SYN,Attack
975,975,of:0000000000000004,Port#:2,147,20036,27764,260,171,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,673,561,-1,TCP-SYN,Attack
976,976,of:0000000000000004,Port#:3,141,19784,20036,147,171,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,673,561,-1,TCP-SYN,Attack
977,977,of:0000000000000001,Port#:1,12,996,20258,150,171,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1291,1192,-1,TCP-SYN,Attack
978,978,of:0000000000000001,Port#:2,299,6312146,6330978,430,171,0,0,0,0,26,657368,2417,28,5,0,0,0,0,2,212,7417,212,7417,212,True,0,6,1291,1192,-1,TCP-SYN,Attack
979,979,of:0000000000000001,Port#:3,429,6330984,6323416,320,171,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,1291,1192,-1,TCP-SYN,Attack
980,980,of:0000000000000001,Port#:4,424,6330697,6331255,435,171,0,0,0,0,28,2417,657924,30,5,0,0,0,0,4,630330,6303306,630330,6303306,630330,True,0,6,1291,1192,-1,TCP-SYN,Attack
981,981,of:0000000000000002,Port#:1,126,8793,6323596,322,171,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,749,691,-1,TCP-SYN,Attack
982,982,of:0000000000000002,Port#:2,320,6323416,6330984,429,171,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,749,691,-1,TCP-SYN,Attack
983,983,of:0000000000000007,Port#:1,143,19868,19952,145,171,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,956,849,-1,TCP-SYN,Attack
984,984,of:0000000000000007,Port#:2,434,6331213,27569,257,171,0,0,0,0,30,657924,2417,28,5,0,0,0,0,2,212,7417,212,7417,212,True,0,6,956,849,-1,TCP-SYN,Attack
985,985,of:0000000000000007,Port#:3,255,27485,6331045,430,171,0,0,0,0,28,2417,657924,30,5,0,0,0,0,3,0,0,0,0,0,True,0,6,956,849,-1,TCP-SYN,Attack
986,986,of:0000000000000008,Port#:1,147,20036,20036,147,171,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,7,2533,2429,-1,TCP-SYN,Attack
987,987,of:0000000000000008,Port#:2,430,6331045,27485,255,171,0,0,0,0,30,657924,2417,28,5,0,0,0,0,2,741,7417,741,7417,741,True,0,7,2533,2429,-1,TCP-SYN,Attack
988,988,of:0000000000000008,Port#:3,1728,12695195,19994,146,171,0,0,0,0,101,5798,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,7,2533,2429,-1,TCP-SYN,Attack
989,989,of:0000000000000005,Port#:1,435,6331255,6330697,424,171,0,0,0,0,30,657924,2417,28,5,0,0,0,0,1,741,7417,741,7417,741,True,0,6,1143,1043,-1,TCP-SYN,Attack
990,990,of:0000000000000005,Port#:2,147,20036,20078,148,171,0,0,0,0,4,556,556,4,5,0,0,0,0,4,630330,6303306,630330,6303306,630330,True,0,6,1143,1043,-1,TCP-SYN,Attack
991,991,of:000000000000000c,Port#:1,1503,6375504,99719,1581,181,0,0,0,0,93,5022,5582,97,5,0,0,0,0,1,502,77895,502,77895,502,True,0,8,4495,4388,-1,TCP-SYN,Attack
992,992,of:000000000000000c,Port#:2,506,6326380,18939193,790,181,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,8,4495,4388,-1,TCP-SYN,Attack
993,993,of:000000000000000c,Port#:3,2211,19017316,28397,260,181,0,0,0,0,97,5578,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,4495,4388,-1,TCP-SYN,Attack
994,994,of:000000000000000c,Port#:4,154,20912,12713349,2028,181,0,0,0,0,4,556,5582,97,5,0,0,0,0,4,502,6373896,502,6373896,502,True,0,8,4495,4388,-1,TCP-SYN,Attack
995,995,of:000000000000000a,Port#:1,479,12615969,6339415,546,181,0,0,0,0,0,0,560,4,4,0,0,0,0,1,0,0,0,0,0,True,0,8,4515,4419,-1,TCP-SYN,Attack
996,996,of:000000000000000a,Port#:2,1794,12686924,6411008,1870,181,0,0,0,0,119,662369,7575,123,4,0,0,0,0,2,727,6380983,727,6380983,727,True,0,8,4515,4419,-1,TCP-SYN,Attack
997,997,of:000000000000000a,Port#:3,152,20828,19009600,2096,181,0,0,0,0,4,556,662929,123,4,0,0,0,0,3,118744,6381246,118744,6381246,118744,True,0,8,4515,4419,-1,TCP-SYN,Attack
998,998,of:000000000000000a,Port#:4,1960,6417052,21032,154,181,0,0,0,0,123,7571,560,4,4,0,0,0,0,5,0,0,0,0,0,True,0,8,4515,4419,-1,TCP-SYN,Attack
999,999,of:000000000000000b,Port#:1,14,1172,21212,156,181,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,316,252,-1,TCP-SYN,Attack
1000,1000,of:000000000000000b,Port#:2,154,21032,21116,156,181,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,316,252,-1,TCP-SYN,Attack
1001,1001,of:0000000000000003,Port#:1,12,996,21002,155,181,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,762,657,-1,TCP-SYN,Attack
1002,1002,of:0000000000000003,Port#:2,187,6304485,28862,270,181,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,762,657,-1,TCP-SYN,Attack
1003,1003,of:0000000000000003,Port#:3,154,20912,6324021,321,181,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,762,657,-1,TCP-SYN,Attack
1004,1004,of:0000000000000003,Port#:4,267,28640,20912,154,181,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,762,657,-1,TCP-SYN,Attack
1005,1005,of:0000000000000004,Port#:1,367,35633,20828,152,181,0,0,0,0,30,2549,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,812,700,-1,TCP-SYN,Attack
1006,1006,of:0000000000000004,Port#:2,154,20912,28640,267,181,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,812,700,-1,TCP-SYN,Attack
1007,1007,of:0000000000000004,Port#:3,147,20618,28115,259,181,0,0,0,0,4,556,2549,30,5,0,0,0,0,3,225,7087,225,7087,225,True,0,5,812,700,-1,TCP-SYN,Attack
1008,1008,of:0000000000000001,Port#:1,117,8199,6324559,331,181,0,0,0,0,26,1993,657903,30,5,0,0,0,0,1,0,0,0,0,0,True,0,8,1595,1496,-1,TCP-SYN,Attack
1009,1009,of:0000000000000001,Port#:2,299,6312146,6331854,437,181,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,8,1595,1496,-1,TCP-SYN,Attack
1010,1010,of:0000000000000001,Port#:3,435,6331818,6324292,327,181,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,1595,1496,-1,TCP-SYN,Attack
1011,1011,of:0000000000000001,Port#:4,604,12634956,6332131,442,181,0,0,0,0,30,657903,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,8,1595,1496,-1,TCP-SYN,Attack
1012,1012,of:0000000000000002,Port#:1,126,8793,6324472,329,181,0,0,0,0,0,0,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,4,766,708,-1,TCP-SYN,Attack
1013,1013,of:0000000000000002,Port#:2,327,6324292,6331818,435,181,0,0,0,0,4,556,556,4,4,0,0,0,0,2,0,0,0,0,0,True,0,4,766,708,-1,TCP-SYN,Attack
1014,1014,of:0000000000000007,Port#:1,149,20702,20828,152,181,0,0,0,0,4,556,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,7,1164,1057,-1,TCP-SYN,Attack
1015,1015,of:0000000000000007,Port#:2,441,6332089,6331870,438,181,0,0,0,0,4,556,657903,30,4,0,0,0,0,2,0,0,0,0,0,True,0,7,1164,1057,-1,TCP-SYN,Attack
1016,1016,of:0000000000000007,Port#:3,436,6331786,6331879,436,181,0,0,0,0,30,657903,556,4,4,0,0,0,0,3,0,0,0,0,0,True,0,7,1164,1057,-1,TCP-SYN,Attack
1017,1017,of:0000000000000008,Port#:1,154,20912,20912,154,181,0,0,0,0,4,556,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,8,2930,2826,-1,TCP-SYN,Attack
1018,1018,of:0000000000000008,Port#:2,436,6331879,6331786,436,181,0,0,0,0,4,556,657903,30,4,0,0,0,0,2,118242,6310768,118242,6310768,118242,True,0,8,2930,2826,-1,TCP-SYN,Attack
1019,1019,of:0000000000000008,Port#:3,2096,19009600,20828,152,181,0,0,0,0,123,662929,556,4,4,0,0,0,0,3,0,0,0,0,0,True,0,8,2930,2826,-1,TCP-SYN,Attack
1020,1020,of:0000000000000005,Port#:1,442,6332131,12634956,604,181,0,0,0,0,4,556,657903,30,5,0,0,0,0,1,630335,6310768,630335,6310768,630335,True,0,7,1353,1253,-1,TCP-SYN,Attack
1021,1021,of:0000000000000005,Port#:2,154,20912,20954,155,181,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,6303306,0,6303306,0,True,0,7,1353,1253,-1,TCP-SYN,Attack
1022,1022,of:000000000000000c,Port#:1,1695,6385860,110957,1780,191,0,0,0,0,97,5226,5786,101,5,0,0,0,0,1,502,88101,502,88101,502,True,0,6,4895,4788,-1,TCP-SYN,Attack
1023,1023,of:000000000000000c,Port#:2,506,6326380,18940075,797,191,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,4895,4788,-1,TCP-SYN,Attack
1024,1024,of:000000000000000c,Port#:3,2410,19028548,29237,266,191,0,0,0,0,101,5782,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,4895,4788,-1,TCP-SYN,Attack
1025,1025,of:000000000000000c,Port#:4,161,21788,12724587,2227,191,0,0,0,0,4,556,5786,101,5,0,0,0,0,4,502,6384102,502,6384102,502,True,0,6,4895,4788,-1,TCP-SYN,Attack
1026,1026,of:000000000000000a,Port#:1,592,12623700,12643724,727,191,0,0,0,0,22,1729,789179,33,5,0,0,0,0,1,0,0,0,0,0,True,0,10,5203,5107,-1,TCP-SYN,Attack
1027,1027,of:000000000000000a,Port#:2,1986,12697280,6422246,2069,191,0,0,0,0,97,5226,5786,101,5,0,0,0,0,2,469,6391189,469,6391189,469,True,0,10,5203,5107,-1,TCP-SYN,Attack
1028,1028,of:000000000000000a,Port#:3,159,21704,19028527,2407,191,0,0,0,0,4,556,7515,123,5,0,0,0,0,3,642,6399067,642,6399067,642,True,0,10,5203,5107,-1,TCP-SYN,Attack
1029,1029,of:000000000000000a,Port#:4,2333,12731711,21914,161,191,0,0,0,0,130,794401,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,10,5203,5107,-1,TCP-SYN,Attack
1030,1030,of:000000000000000b,Port#:1,14,1172,22094,163,191,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,330,266,-1,TCP-SYN,Attack
1031,1031,of:000000000000000b,Port#:2,161,21914,21998,163,191,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,330,266,-1,TCP-SYN,Attack
1032,1032,of:0000000000000003,Port#:1,12,996,21878,162,191,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,783,678,-1,TCP-SYN,Attack
1033,1033,of:0000000000000003,Port#:2,187,6304485,29738,277,191,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,783,678,-1,TCP-SYN,Attack
1034,1034,of:0000000000000003,Port#:3,161,21788,6324855,327,191,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,783,678,-1,TCP-SYN,Attack
1035,1035,of:0000000000000003,Port#:4,274,29516,21788,161,191,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,783,678,-1,TCP-SYN,Attack
1036,1036,of:0000000000000004,Port#:1,548,6339936,21662,158,191,0,0,0,0,33,789175,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1012,900,-1,TCP-SYN,Attack
1037,1037,of:0000000000000004,Port#:2,161,21788,29516,274,191,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1012,900,-1,TCP-SYN,Attack
1038,1038,of:0000000000000004,Port#:3,153,21452,6332418,440,191,0,0,0,0,4,556,789175,33,5,0,0,0,0,3,118242,6310440,118242,6310440,118242,True,0,6,1012,900,-1,TCP-SYN,Attack
1039,1039,of:0000000000000001,Port#:1,117,8199,6325435,338,191,0,0,0,0,0,0,556,4,4,0,0,0,0,1,0,6303351,0,6303351,0,True,0,8,1901,1802,-1,TCP-SYN,Attack
1040,1040,of:0000000000000001,Port#:2,299,6312146,6332730,444,191,0,0,0,0,0,0,556,4,4,0,0,0,0,2,0,0,0,0,0,True,0,8,1901,1802,-1,TCP-SYN,Attack
1041,1041,of:0000000000000001,Port#:3,616,12636121,6332857,446,191,0,0,0,0,33,789175,2285,26,4,0,0,0,0,3,192,7615,192,7615,192,True,0,8,1901,1802,-1,TCP-SYN,Attack
1042,1042,of:0000000000000001,Port#:4,723,12643521,6333007,449,191,0,0,0,0,26,2285,556,4,4,0,0,0,0,4,0,0,0,0,0,True,0,8,1901,1802,-1,TCP-SYN,Attack
