,Unnamed: 0.1,Unnamed: 0,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Switch ID_of:0000000000000002,Switch ID_of:0000000000000003,Switch ID_of:0000000000000004,Switch ID_of:0000000000000005,Switch ID_of:0000000000000006,Switch ID_of:0000000000000007,Switch ID_of:0000000000000008,Switch ID_of:0000000000000009,Switch ID_of:000000000000000a,Switch ID_of:000000000000000b,Switch ID_of:000000000000000c,Port Number_Port#:2,Port Number_Port#:3,Port Number_Port#:4
997,997,997,152,20828,19009600,2096,181,0,0,0,0,4,556,662929,123,4,0,0,0,0,3,118744,6381246,118744,6381246,118744,True,0,8,4515,4419,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
998,998,998,1960,6417052,21032,154,181,0,0,0,0,123,7571,560,4,4,0,0,0,0,5,0,0,0,0,0,True,0,8,4515,4419,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
999,999,999,14,1172,21212,156,181,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,316,252,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1000,1000,1000,154,21032,21116,156,181,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,316,252,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1001,1001,1001,12,996,21002,155,181,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,762,657,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1002,1002,1002,187,6304485,28862,270,181,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,762,657,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1003,1003,1003,154,20912,6324021,321,181,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,762,657,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1004,1004,1004,267,28640,20912,154,181,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,762,657,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1005,1005,1005,367,35633,20828,152,181,0,0,0,0,30,2549,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,5,812,700,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1006,1006,1006,154,20912,28640,267,181,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,5,812,700,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1007,1007,1007,147,20618,28115,259,181,0,0,0,0,4,556,2549,30,5,0,0,0,0,3,225,7087,225,7087,225,True,0,5,812,700,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1008,1008,1008,117,8199,6324559,331,181,0,0,0,0,26,1993,657903,30,5,0,0,0,0,1,0,0,0,0,0,True,0,8,1595,1496,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,1009,1009,299,6312146,6331854,437,181,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,8,1595,1496,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1010,1010,1010,435,6331818,6324292,327,181,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,8,1595,1496,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1011,1011,1011,604,12634956,6332131,442,181,0,0,0,0,30,657903,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,8,1595,1496,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1012,1012,1012,126,8793,6324472,329,181,0,0,0,0,0,0,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,4,766,708,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,1013,1013,327,6324292,6331818,435,181,0,0,0,0,4,556,556,4,4,0,0,0,0,2,0,0,0,0,0,True,0,4,766,708,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1014,1014,1014,149,20702,20828,152,181,0,0,0,0,4,556,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,7,1164,1057,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1015,1015,1015,441,6332089,6331870,438,181,0,0,0,0,4,556,657903,30,4,0,0,0,0,2,0,0,0,0,0,True,0,7,1164,1057,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1016,1016,1016,436,6331786,6331879,436,181,0,0,0,0,30,657903,556,4,4,0,0,0,0,3,0,0,0,0,0,True,0,7,1164,1057,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1017,1017,1017,154,20912,20912,154,181,0,0,0,0,4,556,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,8,2930,2826,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1018,1018,1018,436,6331879,6331786,436,181,0,0,0,0,4,556,657903,30,4,0,0,0,0,2,118242,6310768,118242,6310768,118242,True,0,8,2930,2826,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1019,1019,1019,2096,19009600,20828,152,181,0,0,0,0,123,662929,556,4,4,0,0,0,0,3,0,0,0,0,0,True,0,8,2930,2826,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1020,1020,1020,442,6332131,12634956,604,181,0,0,0,0,4,556,657903,30,5,0,0,0,0,1,630335,6310768,630335,6310768,630335,True,0,7,1353,1253,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021,1021,1021,154,20912,20954,155,181,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,6303306,0,6303306,0,True,0,7,1353,1253,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1022,1022,1022,1695,6385860,110957,1780,191,0,0,0,0,97,5226,5786,101,5,0,0,0,0,1,502,88101,502,88101,502,True,0,6,4895,4788,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1023,1023,1023,506,6326380,18940075,797,191,0,0,0,0,0,0,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,4895,4788,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1024,1024,1024,2410,19028548,29237,266,191,0,0,0,0,101,5782,560,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,4895,4788,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1025,1025,1025,161,21788,12724587,2227,191,0,0,0,0,4,556,5786,101,5,0,0,0,0,4,502,6384102,502,6384102,502,True,0,6,4895,4788,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1026,1026,1026,592,12623700,12643724,727,191,0,0,0,0,22,1729,789179,33,5,0,0,0,0,1,0,0,0,0,0,True,0,10,5203,5107,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1027,1027,1027,1986,12697280,6422246,2069,191,0,0,0,0,97,5226,5786,101,5,0,0,0,0,2,469,6391189,469,6391189,469,True,0,10,5203,5107,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1028,1028,1028,159,21704,19028527,2407,191,0,0,0,0,4,556,7515,123,5,0,0,0,0,3,642,6399067,642,6399067,642,True,0,10,5203,5107,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1029,1029,1029,2333,12731711,21914,161,191,0,0,0,0,130,794401,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,10,5203,5107,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1030,1030,1030,14,1172,22094,163,191,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,330,266,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1031,1031,1031,161,21914,21998,163,191,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,330,266,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1032,1032,1032,12,996,21878,162,191,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,783,678,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1033,1033,1033,187,6304485,29738,277,191,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,783,678,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1034,1034,1034,161,21788,6324855,327,191,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,783,678,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1035,1035,1035,274,29516,21788,161,191,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,4,783,678,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1036,1036,1036,548,6339936,21662,158,191,0,0,0,0,33,789175,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1012,900,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1037,1037,1037,161,21788,29516,274,191,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1012,900,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1038,1038,1038,153,21452,6332418,440,191,0,0,0,0,4,556,789175,33,5,0,0,0,0,3,118242,6310440,118242,6310440,118242,True,0,6,1012,900,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1039,1039,1039,117,8199,6325435,338,191,0,0,0,0,0,0,556,4,4,0,0,0,0,1,0,6303351,0,6303351,0,True,0,8,1901,1802,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,1040,1040,299,6312146,6332730,444,191,0,0,0,0,0,0,556,4,4,0,0,0,0,2,0,0,0,0,0,True,0,8,1901,1802,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1041,1041,1041,616,12636121,6332857,446,191,0,0,0,0,33,789175,2285,26,4,0,0,0,0,3,192,7615,192,7615,192,True,0,8,1901,1802,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1042,1042,1042,723,12643521,6333007,449,191,0,0,0,0,26,2285,556,4,4,0,0,0,0,4,0,0,0,0,0,True,0,8,1901,1802,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1043,1043,1043,301,6312262,6333037,448,191,0,0,0,0,29,788619,2285,26,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1066,1008,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,1044,1044,446,6332857,12636121,616,191,0,0,0,0,26,2285,789175,33,5,0,0,0,0,2,78861,6303353,78861,6303353,78861,True,0,6,1066,1008,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1045,1045,1045,156,21578,21662,158,191,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1303,1196,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1046,1046,1046,448,6332965,6340477,558,191,0,0,0,0,4,556,2285,26,5,0,0,0,0,2,-568,0,-568,0,-568,True,0,6,1303,1196,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1047,1047,1047,555,6340351,6332755,443,191,0,0,0,0,26,2285,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,1303,1196,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1048,1048,1048,161,21788,21788,161,191,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,7,3259,3155,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1049,1049,1049,443,6332755,6340351,555,191,0,0,0,0,4,556,2285,26,5,0,0,0,0,2,761,7615,761,7615,761,True,0,7,3259,3155,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1050,1050,1050,2407,19028527,21704,159,191,0,0,0,0,123,7515,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,7,3259,3155,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1051,1051,1051,449,6333007,12643521,723,191,0,0,0,0,4,556,2285,26,5,0,0,0,0,1,630903,6309039,630903,6309039,630903,True,0,6,1494,1394,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1052,1052,1052,161,21788,21830,162,191,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,1494,1394,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1053,1053,1053,1889,6396336,122315,1981,201,0,0,0,0,97,5238,5518,99,5,0,0,0,0,1,507,98631,507,98631,507,True,0,8,5592,5485,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1054,1054,1054,506,6326380,18940957,804,201,0,0,0,0,0,0,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,8,5592,5485,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1055,1055,1055,2610,19039858,6333546,447,201,0,0,0,0,99,5516,788899,31,5,0,0,0,0,3,118242,6303353,118242,6303353,118242,True,0,8,5592,5485,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1056,1056,1056,281,30394,12735945,2428,201,0,0,0,0,27,2204,5518,99,5,0,0,0,0,4,507,6394632,507,6394632,507,True,0,8,5592,5485,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1057,1057,1057,592,12623700,12644606,734,201,0,0,0,0,0,0,280,2,4,0,0,0,0,1,0,6303353,0,6303353,0,True,0,8,5614,5518,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1058,1058,1058,2180,12707756,6433604,2270,201,0,0,0,0,97,5238,5518,99,4,0,0,0,0,2,639463,6394632,639463,6394632,639463,True,0,8,5614,5518,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1059,1059,1059,166,22580,19039843,2607,201,0,0,0,0,2,278,5518,99,4,0,0,0,0,3,10624,106246,10624,106246,10624,True,0,8,5614,5518,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1060,1060,1060,2534,12743063,22796,168,201,0,0,0,0,99,5516,280,2,4,0,0,0,0,5,0,0,0,0,0,True,0,8,5614,5518,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1061,1061,1061,189,6304641,30664,282,201,0,0,0,0,29,788619,2206,27,5,0,0,0,0,1,192,7614,192,7614,192,True,0,6,631,567,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1062,1062,1062,168,22796,22880,170,201,0,0,0,0,2,280,280,2,5,0,0,0,0,2,0,0,0,0,0,True,0,6,631,567,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1063,1063,1063,12,996,22754,169,201,0,0,0,0,0,0,278,2,4,0,0,0,0,1,0,0,0,0,0,True,0,4,804,699,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1064,1064,1064,187,6304485,30614,284,201,0,0,0,0,0,0,278,2,4,0,0,0,0,2,0,0,0,0,0,True,0,4,804,699,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1065,1065,1065,168,22664,6325689,333,201,0,0,0,0,2,278,278,2,4,0,0,0,0,3,0,0,0,0,0,True,0,4,804,699,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1066,1066,1066,281,30392,22664,168,201,0,0,0,0,2,278,278,2,4,0,0,0,0,4,0,0,0,0,0,True,0,4,804,699,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1067,1067,1067,554,6340770,22538,165,201,0,0,0,0,2,278,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,5,1038,926,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1068,1068,1068,168,22664,30392,281,201,0,0,0,0,2,278,278,2,5,0,0,0,0,2,0,0,0,0,0,True,0,5,1038,926,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1069,1069,1069,159,22286,6333294,447,201,0,0,0,0,2,278,278,2,5,0,0,0,0,3,630335,6303353,630335,6303353,630335,True,0,5,1038,926,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1070,1070,1070,117,8199,6326311,345,201,0,0,0,0,0,0,278,2,5,0,0,0,0,1,0,0,0,0,0,True,0,8,2207,2108,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,1071,1071,412,6319876,12637033,625,201,0,0,0,0,25,1926,788897,31,5,0,0,0,0,2,118242,6303353,118242,6303353,118242,True,0,8,2207,2108,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1072,1072,1072,622,12636955,6333733,453,201,0,0,0,0,2,278,278,2,5,0,0,0,0,3,0,7615,0,7615,0,True,0,8,2207,2108,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1073,1073,1073,903,18947782,6341613,569,201,0,0,0,0,31,788897,2204,27,5,0,0,0,0,4,219,7614,219,7614,219,True,0,8,2207,2108,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1074,1074,1074,301,6312262,6333913,455,201,0,0,0,0,0,0,278,2,4,0,0,0,0,1,0,0,0,0,0,True,0,6,1079,1021,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,1075,1075,453,6333733,12636955,622,201,0,0,0,0,2,278,278,2,4,0,0,0,0,2,0,6303353,0,6303353,0,True,0,6,1079,1021,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1076,1076,1076,162,22412,22538,165,201,0,0,0,0,2,278,278,2,4,0,0,0,0,1,0,0,0,0,0,True,0,7,1616,1509,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1077,1077,1077,568,6341571,12644780,739,201,0,0,0,0,27,2204,788897,31,4,0,0,0,0,2,118242,6310968,118242,6310968,118242,True,0,7,1616,1509,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1078,1078,1078,736,12644654,6333589,449,201,0,0,0,0,31,788897,278,2,4,0,0,0,0,3,0,0,0,0,0,True,0,7,1616,1509,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1079,1079,1079,168,22664,22664,168,201,0,0,0,0,2,278,278,2,4,0,0,0,0,1,0,0,0,0,0,True,0,7,3654,3550,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1080,1080,1080,449,6333589,12644654,736,201,0,0,0,0,2,278,788897,31,4,0,0,0,0,2,630335,6310968,630335,6310968,630335,True,0,7,3654,3550,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1081,1081,1081,2607,19039843,22580,166,201,0,0,0,0,99,5518,278,2,4,0,0,0,0,3,0,0,0,0,0,True,0,7,3654,3550,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1082,1082,1082,569,6341613,18947782,903,201,0,0,0,0,27,2204,788897,31,5,0,0,0,0,1,512853,5128539,512853,5128539,512853,True,0,7,1810,1709,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1083,1083,1083,169,22734,22706,169,201,0,0,0,0,3,348,278,2,5,0,0,0,0,4,219,7614,219,7614,219,True,0,7,1810,1709,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1084,1084,1084,2092,6407298,134439,2193,211,0,0,0,0,96,5184,5744,100,4,0,0,0,0,1,502,109539,502,109539,502,True,0,8,6016,5909,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1085,1085,1085,506,6326380,18942119,813,211,0,0,0,0,0,0,560,4,4,0,0,0,0,2,0,0,0,0,0,True,0,8,6016,5909,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1086,1086,1086,2822,19051974,6334666,455,211,0,0,0,0,100,5740,560,4,4,0,0,0,0,3,0,6303353,0,6303353,0,True,0,8,6016,5909,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1087,1087,1087,290,31548,12748069,2640,211,0,0,0,0,4,556,5744,100,4,0,0,0,0,4,502,6405540,502,6405540,502,True,0,8,6016,5909,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1088,1088,1088,592,12623700,12645768,743,211,0,0,0,0,0,0,560,4,4,0,0,0,0,1,0,0,0,0,0,True,0,6,6039,5943,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1089,1089,1089,2383,12718718,6445728,2482,211,0,0,0,0,96,5184,5744,100,4,0,0,0,0,2,464,6405540,464,6405540,464,True,0,6,6039,5943,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1090,1090,1090,175,23734,19051925,2818,211,0,0,0,0,4,556,5744,100,4,0,0,0,0,3,464,109539,464,109539,464,True,0,6,6039,5943,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1091,1091,1091,2746,12755179,23958,177,211,0,0,0,0,100,5740,560,4,4,0,0,0,0,5,0,0,0,0,0,True,0,6,6039,5943,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1092,1092,1092,189,6304641,31826,291,211,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,7614,0,7614,0,True,0,6,645,581,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1093,1093,1093,177,23958,24042,179,211,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,645,581,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1094,1094,1094,190,6304663,31573,290,211,0,0,0,0,29,788619,2351,27,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1115,1010,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1095,1095,1095,187,6304485,31768,293,211,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,6,1115,1010,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1096,1096,1096,288,31441,12630468,519,211,0,0,0,0,27,2351,789175,33,5,0,0,0,0,3,118242,6303551,118242,6303551,118242,True,0,6,1115,1010,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1097,1097,1097,291,31588,23818,177,211,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,0,0,0,0,True,0,6,1115,1010,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1098,1098,1098,564,6341966,23650,173,211,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,1065,953,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1099,1099,1099,177,23818,31588,291,211,0,0,0,0,4,556,556,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,1065,953,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1100,1100,1100,167,23398,6334448,456,211,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,4,1065,953,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1101,1101,1101,117,8199,6327465,354,211,0,0,0,0,0,0,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,2227,2128,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,1102,1102,412,6319876,12638187,634,211,0,0,0,0,0,0,556,4,5,0,0,0,0,2,0,6303353,0,6303353,0,True,0,6,2227,2128,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1103,1103,1103,632,12638151,6334845,461,211,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,2227,2128,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1104,1104,1104,911,18948894,6342767,578,211,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,7614,0,7614,0,True,0,6,2227,2128,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105,1105,1105,413,6319927,12638692,641,211,0,0,0,0,23,1795,789175,33,4,0,0,0,0,1,0,0,0,0,0,True,0,6,1381,1323,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,1106,1106,461,6334845,12638151,632,211,0,0,0,0,4,556,556,4,4,0,0,0,0,2,0,0,0,0,0,True,0,6,1381,1323,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1107,1107,1107,171,23566,23650,173,211,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,1642,1535,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1108,1108,1108,577,6342725,12645934,748,211,0,0,0,0,4,556,556,4,5,0,0,0,0,2,630335,6303353,630335,6303353,630335,True,0,6,1642,1535,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1109,1109,1109,744,12645766,6334743,458,211,0,0,0,0,4,556,556,4,5,0,0,0,0,3,0,0,0,0,0,True,0,6,1642,1535,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1110,1110,1110,177,23818,23818,177,211,0,0,0,0,4,556,556,4,4,0,0,0,0,1,0,0,0,0,0,True,0,6,3882,3778,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1111,1111,1111,458,6334743,12645766,744,211,0,0,0,0,4,556,556,4,4,0,0,0,0,2,630335,6303353,630335,6303353,630335,True,0,6,3882,3778,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1112,1112,1112,2818,19051925,23734,175,211,0,0,0,0,100,5744,556,4,4,0,0,0,0,3,0,0,0,0,0,True,0,6,3882,3778,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1113,1113,1113,578,6342767,18948894,911,211,0,0,0,0,4,556,556,4,5,0,0,0,0,1,0,6303353,0,6303353,0,True,0,6,1838,1737,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1114,1114,1114,178,23888,23860,178,211,0,0,0,0,4,556,556,4,5,0,0,0,0,4,0,7614,0,7614,0,True,0,6,1838,1737,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1115,1115,1115,2401,6425613,6449332,2570,221,0,0,0,0,117,6823,794405,130,5,0,0,0,0,1,631389,6423434,631389,6423434,631389,True,0,8,6721,6614,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1116,1116,1116,506,6326380,18943071,821,221,0,0,0,0,0,0,630,5,5,0,0,0,0,2,0,0,0,0,0,True,0,8,6721,6614,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1117,1117,1117,3199,25366861,6343303,575,221,0,0,0,0,130,794401,2157,24,5,0,0,0,0,3,0,0,0,0,0,True,0,8,6721,6614,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1118,1118,1118,297,32424,12759469,2842,221,0,0,0,0,4,556,5786,101,5,0,0,0,0,4,496,6416016,496,6416016,496,True,0,8,6721,6614,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1119,1119,1119,592,12623700,12646650,750,221,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,6,6456,6360,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1120,1120,1120,2578,12729236,6457128,2684,221,0,0,0,0,97,5226,5786,101,5,0,0,0,0,2,496,6416016,496,6416016,496,True,0,6,6456,6360,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1121,1121,1121,182,24610,19063283,3019,221,0,0,0,0,4,556,5786,101,5,0,0,0,0,3,496,120015,496,120015,496,True,0,6,6456,6360,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1122,1122,1122,2948,12766573,24840,184,221,0,0,0,0,101,5782,560,4,5,0,0,0,0,5,0,0,0,0,0,True,0,6,6456,6360,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1123,1123,1123,189,6304641,32708,298,221,0,0,0,0,0,0,560,4,5,0,0,0,0,1,0,0,0,0,0,True,0,4,663,599,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1124,1124,1124,184,24840,24924,186,221,0,0,0,0,4,560,560,4,5,0,0,0,0,2,0,0,0,0,0,True,0,4,663,599,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
