,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Total Load/Latest,Active Flow Entries,Switch ID_of:0000000000000002,Switch ID_of:0000000000000003,Switch ID_of:0000000000000004,Switch ID_of:0000000000000005,Switch ID_of:0000000000000006,Switch ID_of:0000000000000007,Switch ID_of:0000000000000008,Switch ID_of:0000000000000009,Switch ID_of:000000000000000a,Switch ID_of:000000000000000b,Switch ID_of:000000000000000c,Port Number_Port#:2,Port Number_Port#:3,Port Number_Port#:4
432,94,12803,12729,93,96,2,278,278,2,5,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
433,1473,6381192,93053,1522,96,98,5462,5462,98,5,2,469,64152,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0
434,1511,92365,6381192,1473,96,98,5462,5462,98,5,3,469,64152,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0
435,186,6304415,20684,210,96,0,0,278,2,5,1,0,7549,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,126,8789,6316421,272,96,0,0,278,2,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
437,93,12761,12771,94,96,2,278,278,2,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
438,374,6323586,6324195,386,96,2,278,278,2,5,4,0,6303287,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
439,12,1016,13061,99,96,0,0,278,2,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
440,94,12771,12761,93,96,2,278,278,2,5,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
441,94,12803,12729,93,96,2,278,278,2,5,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
442,559,12627543,6323996,383,96,2,278,278,2,5,2,0,7549,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0
443,378,6323754,12627375,555,96,2,278,278,2,5,3,0,6303287,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0
444,96,12693,93107,1523,96,2,278,5462,98,5,1,518,64638,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
445,555,12627375,6323754,378,96,2,278,278,2,5,2,0,7549,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0
446,1513,92671,12929,97,96,98,5464,278,2,5,3,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0
447,386,6324195,6323586,374,96,2,278,278,2,5,1,0,7549,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
448,271,6316319,12971,98,96,2,278,278,2,5,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
449,96,12693,12971,98,96,2,278,278,2,5,4,0,6303287,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
450,1474,6381246,92419,1512,96,98,5462,5462,98,5,1,469,64152,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
451,98,12971,12693,96,96,2,278,278,2,5,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
452,1523,93107,12693,96,96,98,5462,278,2,5,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0
453,1472,6380968,12971,98,96,98,5462,278,2,5,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
454,98,12971,12561,89,96,2,278,278,2,5,3,518,64638,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0
455,98,13035,12684607,1647,96,2,280,5462,98,5,4,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0
456,473,12615524,6332680,502,106,42,3045,2364419,69,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
457,237,16432,12620716,452,106,0,0,560,4,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
458,848,18939465,6340074,609,106,69,2364415,3605,46,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
459,107,14125,6317278,278,106,4,556,560,4,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
460,345,23833,18924805,633,106,0,0,560,4,5,1,0,6303632,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
461,1398,75776,89115,1494,106,92,4968,5528,96,5,2,448,74142,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0
462,106,14083,103727,1705,106,4,556,5528,96,5,3,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
463,1840,12695697,14197,107,106,96,5524,560,4,5,5,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1
464,191,6304760,21844,218,106,0,0,560,4,5,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465,218,21796,6317903,285,106,4,560,560,4,5,2,0,6303632,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0
466,298,6312076,6325131,391,106,0,0,556,4,5,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
467,1921,18986044,112118,1830,106,159,2500043,8581,138,5,2,759,81819,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0
468,102,13883,13915,102,106,4,556,556,4,5,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
469,1830,111990,6392336,1667,106,138,8581,5470,95,5,4,448,74142,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1
470,103,13957,13841,101,106,4,556,556,4,5,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
471,1667,6392336,111990,1830,106,96,5524,8635,139,5,2,847,81819,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0
472,1818,111260,6392336,1667,106,139,8635,5524,96,5,3,496,74142,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0
473,186,6304415,21838,219,106,0,0,556,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,126,8789,6317575,281,106,0,0,556,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
475,102,13915,13883,102,106,4,556,556,4,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
476,382,6324698,6325349,395,106,4,556,556,4,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
477,12,1016,14215,108,106,0,0,556,4,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
478,102,13883,13915,102,106,4,556,556,4,5,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
479,103,13957,13841,101,106,4,556,556,4,5,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
480,741,18932058,6325150,392,106,69,2364415,556,4,5,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0
481,386,6324866,18931890,737,106,4,556,2364415,69,5,3,630328,6303287,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
482,105,13847,111990,1830,106,4,556,8581,138,5,1,1718,81819,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
483,737,18931890,6324866,386,106,72,2495685,556,4,5,2,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0
484,1705,103727,14083,106,106,95,5474,556,4,5,3,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0
485,395,6325349,6324698,382,106,4,556,556,4,5,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
486,453,12620834,14125,107,106,72,2495685,556,4,5,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
487,106,13917,14125,107,106,5,626,556,4,5,4,630328,6303287,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0
488,1668,6392390,111314,1819,106,96,5524,8635,139,5,1,847,81819,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
489,107,14125,13917,106,106,4,556,626,5,5,2,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0
490,1831,112044,13847,105,106,139,8635,556,4,5,3,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0
491,1666,6392112,14125,107,106,96,5524,556,4,4,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
492,107,14125,13673,97,106,4,556,556,4,4,3,491,74628,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0
493,107,14197,12695751,1841,106,4,560,5524,96,4,4,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0
494,309,6312790,6330233,431,156,0,0,602,5,5,1,0,7218,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
495,524,6327566,18937016,779,156,0,0,602,5,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
496,948,25240048,26668,252,156,5,598,560,4,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
497,319,6322255,6353751,776,156,5,598,602,5,5,4,0,6303353,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
498,478,12615885,6338569,554,156,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
499,12,996,19218,147,156,0,0,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0
500,262,26985,18936832,772,156,4,556,560,4,5,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0
501,551,6338097,19128,146,156,4,556,560,4,5,5,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1
502,413,6319959,12634288,614,156,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
503,263,27131,6322779,324,156,4,560,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
504,288,6311151,6329544,427,156,100,6596,6303026,168,5,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
505,3033,6463097,19072245,3284,156,99,5362,5890,103,5,2,534,6437766,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0
506,479,12624711,6479114,3136,156,168,6303026,12444,202,5,3,448,136504,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
507,3227,12776692,27069,264,156,103,5890,598,5,5,4,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1
508,3105,12768488,18646,137,156,102,5848,556,4,5,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
509,264,27069,12776692,3227,156,4,556,5848,102,5,2,534,6437766,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
510,422,6329815,6330380,436,156,4,556,556,4,5,3,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
511,301,6312282,6330426,436,156,0,0,598,5,5,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,2867,12743198,168725,2860,156,99,5346,5944,104,5,2,534,141850,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
513,3483,19086064,12641041,713,156,104,5944,556,4,5,3,630335,6303353,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
514,641,6344790,12633080,599,156,4,556,598,5,5,4,721,7218,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
515,911,25228298,12655710,932,156,164,6302470,7152,104,5,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
516,713,12641041,19086064,3483,156,4,556,5944,104,5,2,534,149068,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0
517,141,18814,18604,136,156,5,598,556,4,5,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
518,773,18936507,26753,259,156,5,598,598,5,5,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0
519,250,26407,12632936,595,156,4,556,598,5,5,3,0,7218,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
520,262,26953,6330519,438,156,5,598,598,5,5,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
521,595,12632936,26407,250,156,5,598,556,4,5,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0
522,772,18936832,26985,262,156,4,560,598,5,5,3,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
523,599,12633080,6344790,641,156,5,598,556,4,5,1,0,6303353,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
524,322,6322567,19024,146,156,5,598,598,5,5,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
525,542,6337649,19024,146,156,5,598,598,5,5,4,0,7218,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
526,436,6330380,6329815,422,156,5,598,556,4,5,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
527,146,19024,6337649,542,156,5,598,598,5,5,2,0,6303353,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
528,438,6330519,26953,262,156,5,598,598,5,5,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0
529,321,6322525,6337371,540,156,5,598,598,5,5,1,0,6303353,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
530,320,6322459,18116,129,156,5,598,556,4,5,3,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0
531,146,19128,6338097,551,156,5,602,598,5,5,4,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0
532,473,12615524,6333562,509,116,0,0,560,4,4,1,0,6303287,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
533,237,16432,12621598,459,116,0,0,560,4,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
534,855,18940341,6340914,615,116,4,556,560,4,4,3,0,7677,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
535,115,15071,6318160,285,116,5,626,560,4,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
536,345,23833,18925687,640,116,0,0,560,4,5,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
537,1710,94205,6404253,1876,116,138,8197,2500968,170,5,2,631419,6388336,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0
538,113,14959,122996,2023,116,4,556,8757,142,5,3,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
539,2222,19010829,15079,114,116,170,2500964,560,4,5,5,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1
540,191,6304760,22726,225,116,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
541,225,22678,6318785,292,116,4,560,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
542,472,12615478,6333498,507,116,68,2495128,3473,44,5,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
543,2125,18997064,123944,2040,116,100,5404,5890,103,5,2,523,93159,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0
544,108,14717,14791,109,116,4,556,556,4,5,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0
545,2150,131349,12707592,2051,116,143,8807,2501088,172,5,4,250036,6388768,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1
546,110,14833,14675,107,116,4,556,556,4,5,1,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
547,2050,12707538,131295,2149,116,171,2501034,8753,142,5,2,1832,92467,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0
548,2136,130523,12707468,2049,116,142,8753,2500964,170,5,3,315687,6388336,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0
549,186,6304415,22784,227,116,0,0,556,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,126,8789,6318451,288,116,0,0,556,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
551,110,14861,14717,108,116,5,626,556,4,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
552,388,6325532,6326225,402,116,4,556,556,4,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
553,12,1016,15091,115,116,0,0,556,4,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
554,108,14717,14861,110,116,4,556,626,5,5,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
555,111,14903,14675,107,116,5,626,556,4,5,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
556,748,18932934,6326026,399,116,4,556,556,4,5,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0
557,392,6325700,18932766,744,116,4,556,556,4,5,3,0,6303287,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
558,112,14723,131419,2151,116,4,556,8823,143,5,1,1351,95338,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
559,744,18932766,6325700,392,116,4,556,556,4,5,2,0,0,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0
560,2024,123050,14959,113,116,142,8757,556,4,5,3,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0
561,402,6326225,6325532,388,116,4,556,556,4,5,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
562,460,12621710,15001,114,116,4,556,556,4,5,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
563,113,14793,15001,114,116,4,556,556,4,5,4,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0
564,2050,12707522,130577,2137,116,170,2500964,8753,142,5,1,1292,94744,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
565,114,15001,14793,113,116,4,556,556,4,5,2,0,0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0
566,2151,131419,14723,112,116,143,8823,556,4,5,3,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0
567,2049,12707298,15001,114,116,171,2501018,556,4,5,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
568,114,15001,14507,103,116,4,556,556,4,5,3,631414,6388768,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
569,114,15079,19010937,2224,116,4,560,2501018,171,5,4,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
570,581,12622949,12637763,688,126,44,3181,2495409,70,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
571,237,16432,12622438,465,126,0,0,280,2,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
572,1034,25244536,6349179,729,126,70,2495407,3461,46,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
573,121,15905,6319070,292,126,2,278,350,3,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
574,345,23833,18926527,646,126,0,0,280,2,5,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
575,1899,104411,6415299,2071,126,94,5076,5356,96,5,2,-9061,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0
576,119,15793,134042,2218,126,4,556,5356,96,5,3,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
577,2417,19021869,15919,120,126,98,5632,280,2,5,5,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1
578,192,6304830,23566,231,126,1,70,280,2,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
579,231,23518,6319695,299,126,2,280,350,3,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
580,472,12615478,6334332,513,126,0,0,278,2,5,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
581,2313,19007216,135000,2235,126,94,5076,5354,96,5,2,9568,95688,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0
582,115,15621,15695,116,126,2,278,348,3,5,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
583,2344,142335,12718578,2245,126,96,5354,5354,96,5,4,-9061,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1
584,116,15667,15579,114,126,4,556,556,4,5,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
585,2245,12718578,142335,2344,126,98,5632,5632,98,5,2,513,102673,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0
586,2331,141563,12718508,2244,126,96,5354,5632,98,5,3,513,6398542,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0
587,186,6304415,23618,233,126,0,0,278,2,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,299,6312150,6326710,402,126,68,2495129,3459,46,5,2,318,7351,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
589,116,15695,15551,114,126,2,278,278,2,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
590,503,6333861,12630420,581,126,47,3529,2495407,70,5,4,249512,6303287,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
591,13,1086,15995,122,126,1,70,348,3,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
592,114,15551,15695,116,126,2,278,278,2,5,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0
593,117,15737,15509,113,126,2,278,278,2,5,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
594,928,25237199,6334355,514,126,71,2495477,3529,47,5,2,318,7351,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0
595,506,6333959,25236961,923,126,46,3459,2495407,70,5,3,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0
596,119,15627,142405,2345,126,3,348,5354,96,5,1,507,103105,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
597,923,25236961,6333959,506,126,70,2495407,3459,46,5,2,0,0,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0
598,2218,134042,15793,119,126,96,5356,278,2,5,3,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0
599,581,12630420,6333861,503,126,72,2495685,3529,47,5,1,364,7351,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
600,466,12622544,15835,120,126,4,556,278,2,5,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
601,119,15627,15905,121,126,2,278,278,2,5,4,315147,6303287,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
602,2244,12718508,141563,2331,126,95,5300,5300,95,5,1,513,102673,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
603,121,15905,15627,119,126,2,278,278,2,5,2,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0
604,2345,142405,15627,119,126,95,5300,348,3,5,3,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0
605,2243,12718284,15835,120,126,96,5354,278,2,5,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
606,121,15905,15341,109,126,3,348,278,2,5,3,507,6398974,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
607,120,15919,19021923,2418,126,2,280,5354,96,5,4,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
608,582,12623019,12638918,697,136,1,70,350,3,5,1,0,6303287,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
609,238,16502,12623593,474,136,1,70,350,3,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
610,1042,25245615,6350222,736,136,2,278,280,2,5,3,0,7351,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
611,129,16984,6320155,300,136,2,278,280,2,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
612,346,23903,18927612,654,136,0,0,280,2,5,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
613,2193,121824,12730020,2442,136,128,7621,2631716,166,5,2,378224,3782242,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0
614,127,16872,152428,2518,136,2,278,7901,130,5,3,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
615,2788,25336584,17004,128,136,166,2631714,280,2,5,5,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1
616,192,6304830,24721,240,136,0,0,280,2,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
617,240,24673,6320780,307,136,2,280,280,2,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
618,473,12615548,6335481,522,136,0,0,348,3,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
619,2502,19017422,146285,2432,136,92,4968,5246,94,5,2,442,105354,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
620,123,16700,16732,123,136,2,278,278,2,5,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
621,2542,153690,12729863,2442,136,95,5316,5246,94,5,4,442,105354,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
622,297,6320106,16616,121,136,73,2626676,278,2,5,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
623,2442,12729863,153690,2542,136,94,5246,5316,95,5,2,10535,105354,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0
624,2528,152876,19033223,2615,136,95,5316,2631714,166,5,3,631338,6408640,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0
625,187,6304485,24697,241,136,0,0,278,2,5,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,300,6312220,6327859,411,136,0,0,348,3,5,2,0,7351,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
627,297,6320134,23725,225,136,70,2495406,2799,36,5,3,265,7021,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0
628,614,6342035,12631499,589,136,36,2799,278,2,5,4,0,6303287,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
629,187,6304488,24169,233,136,71,2626398,2931,38,5,1,265,7021,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
630,225,23725,6320134,297,136,38,2931,2626676,73,5,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0
631,125,16816,16616,121,136,2,278,278,2,5,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
632,936,25238278,6342571,626,136,2,278,2799,36,5,2,265,14372,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0
633,618,6342203,25238110,932,136,37,2869,348,3,5,3,0,6303287,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0
634,127,16706,153744,2543,136,2,278,5246,94,5,1,10535,105354,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
635,932,25238110,6342203,618,136,3,348,2869,37,5,2,-436,0,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0
636,2519,152482,16872,127,136,128,7769,278,2,5,3,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0
637,589,12631499,6342035,614,136,2,278,2931,38,5,1,311,14372,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
638,474,12623623,16914,128,136,2,278,278,2,5,2,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0
639,127,16706,16984,129,136,2,278,278,2,5,4,0,6303287,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0
640,2616,19033277,152930,2529,136,163,2500444,5316,95,5,1,10535,105354,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
641,129,16984,16706,127,136,2,278,278,2,5,2,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0
642,2543,153744,16706,127,136,94,5246,278,2,5,3,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0
643,2614,19032999,16984,129,136,163,2500444,348,3,5,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
644,129,16984,16448,117,136,2,278,348,3,5,3,631349,6409180,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
645,128,17004,25336638,2789,136,2,280,2500444,163,5,4,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
646,582,12623019,12640080,706,146,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
647,238,16502,12624755,483,146,0,0,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
648,1051,25246797,6351454,746,146,4,556,630,5,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
