,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Total Load/Latest,Active Flow Entries,Switch ID_of:0000000000000002,Switch ID_of:0000000000000003,Switch ID_of:0000000000000004,Switch ID_of:0000000000000005,Switch ID_of:0000000000000006,Switch ID_of:0000000000000007,Switch ID_of:0000000000000008,Switch ID_of:0000000000000009,Switch ID_of:000000000000000a,Switch ID_of:000000000000000b,Switch ID_of:000000000000000c,Port Number_Port#:2,Port Number_Port#:3,Port Number_Port#:4
24330,3285,69431837,92971772,411583,1767,0,0,560,4,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24331,3501,82029657,86681034,411591,1767,0,0,560,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24332,177641,108335373,100341152,287162,1767,4,556,560,4,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24333,350412,21134405,59444107,213221,1767,4,556,560,4,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24334,2566,44216608,86078821,247849,1770,0,0,560,4,4,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24335,2650,63096755,60887294,247476,1770,0,0,560,4,4,2,774,7746,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24336,178031,120944336,50626322,153424,1770,4,556,560,4,4,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24337,349448,14774115,63399980,157298,1770,4,556,560,4,4,4,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24338,2028,56762630,35374743,239683,1770,0,0,560,4,5,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24339,185949,33100762,36645621,120517,1770,4,560,560,4,5,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24340,316407,93066719,70130437,317396,1767,114,4202042,5446,80,5,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24341,3688,69459551,118362423,416546,1767,0,0,278,2,5,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24342,121197,68184183,80663817,318536,1767,82,5724,4202320,116,5,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24343,305184,25516891,100260217,284877,1767,4,556,278,2,5,4,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24344,180608,58087475,12699229,300040,1770,4,556,556,4,5,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24345,284879,100260495,25517169,305186,1770,4,556,556,4,5,4,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24346,3359,69436741,97043450,411701,1777,74,4904,4071118,114,5,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24347,3501,82029657,86681874,411597,1777,0,0,280,2,5,2,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24348,177759,112407045,100346896,287242,1777,116,4071394,5184,76,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24349,350418,21135239,59444947,213227,1777,4,556,280,2,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24350,2566,44216608,86079661,247855,1780,0,0,560,4,4,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24351,2650,63096755,60888134,247482,1780,0,0,560,4,4,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24352,178037,120945170,50627162,153430,1780,4,556,560,4,4,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24353,349454,14774949,63400820,157304,1780,4,556,560,4,4,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24354,2029,56762700,35375583,239689,1780,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24355,185955,33101602,36646461,120523,1780,4,560,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24356,316466,95168038,70133724,317435,1777,0,0,278,2,5,1,754,7547,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24357,3800,73530389,118368161,416626,1777,112,4070838,5182,76,5,2,443,4434,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24358,121236,68187470,82765970,318601,1777,4,556,278,2,5,3,630328,6303287,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24359,305190,25517725,104331889,284995,1777,4,556,4071116,114,5,4,341441,3414414,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24360,180614,58088309,12700063,300046,1780,2,278,556,4,5,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24361,285059,106564756,25518003,305192,1780,136,5383347,556,4,5,4,538306,6303353,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24362,3510,73510430,99282261,411848,1787,111,4070772,5662,81,5,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24363,3501,82029657,86682994,411605,1787,0,0,560,4,5,2,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24364,177827,114640468,104421705,287401,1787,2,278,4071332,115,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24365,350424,21136073,59446067,213235,1787,2,278,560,4,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24366,2686,44224825,92383859,248034,1790,83,5755,5383626,138,5,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24367,2650,63096755,60888974,247488,1790,0,0,560,4,4,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24368,178216,127249362,50628002,153436,1790,138,5383622,560,4,5,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24369,349460,14775783,63401660,157310,1790,4,556,560,4,5,4,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24370,2029,56762700,35376423,239695,1790,0,0,560,4,5,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24371,186081,33110659,36647301,120529,1790,87,6315,560,4,5,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24372,316466,95168038,70134836,317443,1787,0,0,556,4,5,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24373,3862,75762978,118372190,416674,1787,0,0,556,4,5,2,0,7747,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24374,121242,68188304,82767082,318609,1787,2,278,556,4,5,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24375,305196,25518559,106565590,285065,1787,2,278,556,4,5,4,0,6303353,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24376,180620,58089143,12700897,300052,1790,2,278,556,4,5,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24377,285065,106565590,25518837,305198,1790,2,278,556,4,5,4,0,6303353,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24378,3572,75743016,99286216,411897,1797,0,0,560,4,4,1,814,8143,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24379,3501,82029657,86683834,411611,1797,0,0,560,4,4,2,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24380,177833,114641302,106655131,287469,1797,2,278,560,4,4,3,236385,6303284,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24381,350430,21136907,59446907,213241,1797,2,278,560,4,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24382,2859,50528186,92392256,248150,1800,134,5383069,5375,75,5,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24383,2650,63096755,60889814,247494,1800,0,0,280,2,5,2,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24384,178332,127257753,50628842,153442,1800,75,5373,280,2,5,3,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24385,349466,14776617,69705861,157489,1800,2,278,5383349,136,5,4,538306,6303287,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24386,2029,56762700,35377263,239701,1800,0,0,280,2,5,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24387,186087,33111499,36648141,120535,1800,2,280,280,2,5,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24388,316466,95168038,70135670,317449,1797,0,0,556,4,4,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24389,3862,75762978,118373024,416680,1797,0,0,556,4,4,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24390,121248,68189138,82767916,318615,1797,2,278,556,4,4,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24391,305202,25519393,106566424,285071,1797,2,278,556,4,4,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24392,180628,58090255,12701731,300058,1800,4,556,278,2,5,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24393,285073,106566702,25519671,305204,1800,4,556,278,2,5,4,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24394,3684,79813854,99291762,411974,1807,112,4070838,5266,75,5,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24395,3501,82029657,86684674,411617,1807,0,0,560,4,5,2,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24396,177912,114647120,110726809,287587,1807,75,5262,4071398,116,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24397,350438,21138019,59447747,213247,1807,4,556,560,4,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24398,2859,50528186,92393096,248156,1810,0,0,280,2,5,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24399,2650,63096755,60890654,247500,1810,0,0,280,2,5,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24400,178338,127258587,50629682,153448,1810,2,278,280,2,5,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24401,349472,14777451,69706701,157495,1810,2,278,280,2,5,4,0,6303287,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24402,2029,56762700,35378103,239707,1810,0,0,280,2,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24403,186093,33112339,36648981,120541,1810,2,280,280,2,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24404,316466,95168038,70136504,317455,1807,0,0,556,4,4,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24405,3862,75762978,118373858,416686,1807,0,0,556,4,4,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24406,121327,68194956,82768750,318621,1807,75,5262,556,4,4,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24407,305210,25520505,106571964,285148,1807,4,556,5262,75,5,4,410,4104,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24408,180634,58091089,12702565,300064,1810,4,556,278,2,5,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24409,285192,106575291,25520505,305210,1810,79,5783,278,2,5,4,542,7681,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24410,3746,82046441,99295651,412022,1817,0,0,280,2,5,1,0,7681,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24411,3501,82029657,86685514,411623,1817,0,0,280,2,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24412,177960,114651003,112960236,287655,1817,4,556,280,2,5,3,0,6303351,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24413,350444,21138853,59448587,213253,1817,4,556,280,2,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24414,3032,56831547,92401509,248270,1820,137,5514339,5523,75,5,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24415,2650,63096755,60891774,247508,1820,0,0,560,4,5,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24416,178452,127266992,50630802,153456,1820,75,5519,560,4,5,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24417,349480,14778563,76011182,157676,1820,4,556,5514899,141,5,4,630328,6303287,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24418,2029,56762700,35379223,239715,1820,0,0,560,4,4,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24419,186101,33113459,36650101,120549,1820,4,560,560,4,4,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24420,316466,95168038,70137338,317461,1817,0,0,278,2,5,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24421,3862,75762978,118374692,416692,1817,0,0,278,2,5,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24422,121375,68198839,82769584,318627,1817,4,556,278,2,5,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24423,305216,25521339,106575847,285196,1817,4,556,278,2,5,4,0,7681,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24424,180640,58091923,12703677,300072,1820,4,556,556,4,5,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24425,285198,106576125,25521617,305218,1820,4,556,556,4,5,4,0,7681,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24426,3746,82046441,99296491,412028,1827,0,0,280,2,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24427,3501,82029657,86686354,411629,1827,0,0,280,2,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24428,177966,114651837,112961146,287662,1827,4,556,350,3,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24429,350450,21139687,59449427,213259,1827,4,556,280,2,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24430,3068,57620569,92404053,248306,1825,36,789022,2544,36,4,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24431,2650,63096755,60892054,247510,1825,0,0,280,2,4,2,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24432,178488,127269534,51420104,153494,1825,36,2542,789302,38,4,3,551433,6303286,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24433,349482,14778841,76011462,157678,1825,2,278,280,2,4,4,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24434,2029,56762700,35380063,239721,1830,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24435,186107,33114299,36650941,120555,1830,4,560,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24436,316466,95168038,70138450,317469,1827,0,0,556,4,5,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24437,3928,75767354,122315306,416808,1827,66,4376,3940058,112,5,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24438,121381,68199673,82770696,318635,1827,2,278,556,4,5,3,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24439,305222,25522173,106581335,285270,1827,2,278,4932,70,5,4,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24440,180646,58092757,12704511,300078,1830,2,278,556,4,5,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24441,285317,106584714,25522451,305224,1830,81,5769,556,4,5,4,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24442,3746,82046441,99297611,412036,1837,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24443,3501,82029657,86687474,411637,1837,0,0,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24444,177972,114652671,112962266,287670,1837,2,278,560,4,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24445,350456,21140521,59450547,213267,1837,2,278,560,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24446,3205,63134907,92410664,248393,1835,0,0,560,4,4,1,0,7681,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24447,2650,63096755,60893174,247518,1835,0,0,560,4,4,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24448,178575,127276137,56935562,153639,1835,4,556,560,4,4,3,0,6303286,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24449,349490,14779953,76012582,157686,1835,4,556,560,4,4,4,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24450,2029,56762700,35380903,239727,1840,0,0,280,2,4,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24451,186113,33115139,36651781,120561,1840,2,280,280,2,4,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24452,316466,95168038,70139284,317475,1837,0,0,556,4,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24453,3975,75770733,124679998,416879,1837,0,0,556,4,5,2,630328,6303286,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24454,121387,68200507,82771530,318641,1837,2,278,556,4,5,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24455,305228,25523007,106585548,285323,1837,2,278,556,4,5,4,768,7681,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24456,180652,58093591,12705345,300084,1840,2,278,278,2,5,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24457,285325,106585826,25523285,305230,1840,4,556,278,2,5,4,0,7681,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24458,3747,82046511,99298451,412042,1847,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24459,3501,82029657,86688314,411643,1847,0,0,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24460,177980,114653783,112963106,287676,1847,4,556,560,4,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24461,350464,21141633,59451387,213273,1847,4,556,560,4,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24462,3311,63142200,98715144,248574,1850,72,5029,5514618,139,5,1,630328,6303286,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24463,2650,63096755,60894294,247526,1850,0,0,280,2,5,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24464,178756,133580609,56943975,153753,1850,139,5514616,5309,74,5,3,721,7219,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24465,349498,14781065,76013772,157695,1850,2,278,280,2,5,4,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24466,2029,56762700,35381743,239733,1850,0,0,280,2,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24467,186119,33115979,36652621,120567,1850,2,280,280,2,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24468,316574,99107540,70144494,317547,1847,108,3939502,4932,70,5,1,384,3840,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24469,3975,75770733,124680832,416885,1847,0,0,556,4,5,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24470,121395,68201619,82772364,318647,1847,4,556,556,4,5,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24471,305236,25524119,110525884,285437,1847,4,556,3940058,112,5,4,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24472,180660,58094703,12706179,300090,1850,4,556,278,2,4,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24473,285504,112890020,25524119,305236,1850,141,5514894,278,2,4,4,630328,6303286,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24474,3747,82046511,99299291,412048,1857,0,0,280,2,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24475,3569,82034165,90497386,411754,1857,68,4508,3808512,107,5,2,315180,3151808,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24476,178091,118462849,112963946,287682,1857,109,3808788,280,2,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24477,350470,21142467,59456735,213347,1857,4,556,4788,70,5,4,397,3972,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24478,3311,63142200,98716264,248582,1860,0,0,560,4,5,1,0,6303286,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24479,2650,63096755,60895414,247534,1860,0,0,560,4,5,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24480,178764,133581721,56945095,153761,1860,4,556,560,4,5,3,0,7219,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24481,349506,14782177,76014892,157703,1860,4,556,560,4,5,4,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24482,2029,56762700,35382863,239741,1860,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24483,186127,33117099,36653741,120575,1860,4,560,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24484,316639,101471398,70148245,317593,1857,0,0,278,2,5,1,0,7219,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24485,3975,75770733,124681666,416891,1857,0,0,278,2,5,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24486,121401,68202453,82773198,318653,1857,4,556,278,2,5,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24487,305242,25524953,112890576,285508,1857,4,556,278,2,5,4,0,6303286,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24488,180839,64398917,12707291,300098,1860,144,5646184,556,4,5,2,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24489,285510,112890854,25525231,305244,1860,4,556,556,4,5,4,630330,12606592,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24490,239,16570,29763961,407963,787,0,0,560,4,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24491,361,12607919,17172384,407838,787,0,0,560,4,5,2,0,7285,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24492,173156,19902453,11920477,282864,787,4,556,560,4,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24493,348679,14680226,21487704,210846,787,4,556,560,4,5,4,630328,6303287,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24494,258,6309197,14372683,244547,785,68,4484,4071704,121,5,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24495,594,16686969,16617658,244792,785,117,4071144,5044,72,5,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24496,172988,13598657,12678839,151193,785,4,556,602,5,5,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24497,348780,14684178,12803808,154098,785,5,598,602,5,5,4,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24498,132,9196,16306229,237506,790,0,0,280,2,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24499,184335,14070943,5030204,118865,790,2,280,280,2,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24500,313341,13164207,19518405,313952,787,0,0,556,4,4,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24501,548,18912052,17359897,412252,787,0,0,556,4,4,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24502,117941,11293358,38476941,315633,787,4,556,556,4,4,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24503,303990,19099703,18099376,280105,787,4,556,556,4,4,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24504,177639,13799098,12610200,299389,790,4,556,278,2,5,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24505,280107,18099654,19099703,303990,790,4,556,278,2,5,4,728,7285,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24506,3747,82046511,99300131,412054,1867,0,0,280,2,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24507,3609,82037082,92993374,411828,1867,0,0,280,2,5,2,0,6303306,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24508,178165,120958831,112964786,287688,1867,4,556,280,2,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24509,350476,21143301,59460492,213393,1867,4,556,280,2,5,4,0,7351,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24510,3311,63142200,98717104,248588,1870,0,0,560,4,5,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24511,2755,63103981,67199681,247714,1870,74,5160,5646169,144,5,2,564560,6303353,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24512,178944,139885982,56945935,153767,1870,144,5646165,560,4,5,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24513,349512,14783011,76022958,157814,1870,4,556,5720,78,5,4,516,7152,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24514,2029,56762700,35383703,239747,1870,0,0,560,4,4,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24515,186133,33117939,36654581,120581,1870,4,560,560,4,4,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24516,316639,101471398,70149079,317599,1867,0,0,278,2,5,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24517,3975,75770733,124682500,416897,1867,0,0,278,2,5,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24518,121407,68203287,82778474,318726,1867,4,556,4720,69,5,3,390,3906,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24519,305315,25530229,112891410,285514,1867,71,4998,278,2,5,4,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24520,180845,64399751,12708125,300104,1870,2,278,556,4,5,2,516,7152,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24521,285516,112891688,25533291,305355,1870,2,278,5716,78,5,4,630330,6303306,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24522,3747,82046511,99301251,412062,1877,0,0,560,4,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24523,3609,82037082,92994494,411836,1877,0,0,560,4,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24524,178171,120959665,112965906,287696,1877,2,278,560,4,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24525,350482,21144135,59461612,213401,1877,2,278,560,4,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24526,3311,63142200,98717944,248594,1880,0,0,560,4,5,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24527,2755,63103981,67200521,247720,1880,0,0,560,4,5,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24528,178950,139886816,56946775,153773,1880,4,556,560,4,5,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24529,349518,14783845,76023798,157820,1880,4,556,560,4,5,4,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24530,2029,56762700,35384543,239753,1880,0,0,560,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24531,186139,33118779,36655421,120587,1880,4,560,560,4,5,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24532,316639,101471398,70150191,317607,1877,0,0,556,4,5,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24533,3975,75770733,124683612,416905,1877,0,0,556,4,5,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0
